strategy,entry_time,direction,entry_price,stop_loss,take_profit,exit_price,exit_time,outcome,pnl_pts,reason
SWEEPREV,2025-02-24 20:00:00,BUY,93930.2,92958.69,96661.28,92958.69,2025-02-24 20:00:00,SL,-1001.51,SWEEPREV_L
SWEEPREV,2025-02-25 04:00:00,BUY,92190.0,90130.9,96206.08,90130.9,2025-02-25 04:00:00,SL,-2089.1,SWEEPREV_L
SWEEPREV,2025-02-25 12:00:00,BUY,89224.5,85795.43,95434.2,85795.43,2025-02-26 12:00:00,SL,-3459.07,SWEEPREV_L
SWEEPREV,2025-02-27 00:00:00,BUY,84092.7,80826.66,90702.57,80826.66,2025-02-28 00:00:00,SL,-3296.04,SWEEPREV_L
SWEEPREV,2025-02-28 12:00:00,BUY,80473.6,76909.18,85760.23,85760.23,2025-03-02 20:00:00,TP,5256.63,SWEEPREV_L
SWEEPREV,2025-03-10 16:00:00,BUY,80009.1,77548.05,87378.69,77548.05,2025-03-10 16:00:00,SL,-2491.05,SWEEPREV_L
SWEEPREV,2025-03-11 04:00:00,BUY,79503.0,74994.98,85798.88,83144.6,2025-03-13 04:00:00,TIME,3611.6,SWEEPREV_L
SWEEPREV,2025-03-20 04:00:00,SELL,85927.0,88136.13,83697.98,83697.98,2025-03-20 16:00:00,TP,2199.02,SWEEPREV_S
SWEEPREV,2025-03-28 12:00:00,BUY,85233.0,84275.46,87073.89,84275.46,2025-03-28 12:00:00,SL,-987.54,SWEEPREV_L
SWEEPREV,2025-04-03 16:00:00,BUY,82026.3,80323.58,83916.78,83916.78,2025-04-04 04:00:00,TP,1860.47,SWEEPREV_L
SWEEPREV,2025-04-14 16:00:00,SELL,84076.4,86605.27,82060.65,84338.9,2025-04-16 16:00:00,TIME,-292.5,SWEEPREV_S
SWEEPREV,2025-04-21 08:00:00,SELL,87456.4,88167.23,84784.05,88167.23,2025-04-21 12:00:00,SL,-740.83,SWEEPREV_S
SWEEPREV,2025-04-22 04:00:00,SELL,88187.5,89405.15,85666.26,89405.15,2025-04-22 12:00:00,SL,-1247.65,SWEEPREV_S
SWEEPREV,2025-04-22 20:00:00,SELL,91538.8,92412.78,86762.06,92412.78,2025-04-22 20:00:00,SL,-903.98,SWEEPREV_S
SWEEPREV,2025-04-23 12:00:00,SELL,93511.6,95264.26,88518.74,95264.26,2025-04-25 12:00:00,SL,-1782.66,SWEEPREV_S
SWEEPREV,2025-05-02 16:00:00,SELL,97368.6,98505.77,95554.75,95554.75,2025-05-04 20:00:00,TP,1783.85,SWEEPREV_S
SWEEPREV,2025-05-06 16:00:00,BUY,94569.0,92805.31,95466.3,95466.3,2025-05-06 20:00:00,TP,867.29,SWEEPREV_L
