strategy,entry_time,side,entry_px,sl,tp,exit_px,exit_time,outcome,pnl_pts,reason
ICT_S4_BREAKER,2025-10-30 14:45:00+00:00,BUY,3993.61,3987.56,4005.28,4004.98,2025-10-30 15:30:00+00:00,TP,11.37,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-30 23:15:00+00:00,BUY,4027.86,4014.01,4055.01,4013.71,2025-10-31 01:45:00+00:00,SL,-14.15,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-03 00:30:00+00:00,SELL,3970.66,3978.34,3955.91,3978.64,2025-11-03 01:00:00+00:00,SL,-7.98,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-03 02:30:00+00:00,BUY,3996.14,3991.79,4004.18,4003.88,2025-11-03 02:45:00+00:00,TP,7.74,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-03 09:00:00+00:00,BUY,4020.01,4016.05,4027.35,4015.75,2025-11-03 09:15:00+00:00,SL,-4.26,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-05 14:00:00+00:00,BUY,3976.23,3973.75,3980.55,3980.25,2025-11-05 14:15:00+00:00,TP,4.03,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-06 15:30:00+00:00,SELL,3986.75,3989.67,3981.02,3981.32,2025-11-06 15:45:00+00:00,TP,5.43,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-06 18:00:00+00:00,SELL,3986.05,3989.94,3978.84,3990.24,2025-11-06 18:30:00+00:00,SL,-4.19,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-12 01:30:00+00:00,BUY,4131.44,4128.57,4136.53,4128.27,2025-11-12 02:30:00+00:00,SL,-3.17,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-17 03:45:00+00:00,SELL,4082.73,4085.92,4076.91,4086.22,2025-11-17 04:00:00+00:00,SL,-3.49,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-19 18:15:00+00:00,SELL,4083.7,4092.33,4067.08,4067.38,2025-11-19 21:15:00+00:00,TP,16.32,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-21 00:45:00+00:00,SELL,4078.34,4081.4,4072.63,4072.93,2025-11-21 01:00:00+00:00,TP,5.4,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-24 01:00:00+00:00,SELL,4067.24,4072.34,4057.63,4057.93,2025-11-24 01:15:00+00:00,TP,9.31,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-24 01:30:00+00:00,BUY,4055.86,4046.29,4074.2,4045.99,2025-11-24 01:45:00+00:00,SL,-9.87,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-24 14:45:00+00:00,BUY,4074.03,4071.61,4078.25,4077.95,2025-11-24 15:00:00+00:00,TP,3.92,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-26 14:45:00+00:00,SELL,4148.93,4153.39,4140.72,4141.02,2025-11-26 15:00:00+00:00,TP,7.91,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-28 09:00:00+00:00,BUY,4166.47,4161.29,4171.91,4160.99,2025-11-28 09:15:00+00:00,SL,-5.48,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-11-28 10:00:00+00:00,BUY,4168.1,4164.98,4173.23,4172.93,2025-11-28 10:15:00+00:00,TP,4.83,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-01 08:45:00+00:00,BUY,4242.7,4239.78,4247.89,4247.59,2025-12-01 09:00:00+00:00,TP,4.89,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-03 02:15:00+00:00,BUY,4224.4,4218.4,4235.96,4218.1,2025-12-03 04:00:00+00:00,SL,-6.3,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-03 17:15:00+00:00,SELL,4210.87,4217.64,4197.84,4198.14,2025-12-03 18:45:00+00:00,TP,12.73,ICT_S4_BREAKER
