day,s93_fvg_scalp,s94_sweep_reversal,s99_mss_fvg,s100_m3_combo,c03_fvg_fill,s14_ob_mit_bias
2025-06-11 00:00:00+00:00,1.2553,0.0,2.2910000000000004,0.02120000000000033,-1.7389999999999999,-1.6736
2025-06-12 00:00:00+00:00,-1.1552,5.517399999999999,-1.5788000000000002,-4.5881,-0.4434,5.305
2025-06-13 00:00:00+00:00,0.0,0.0,2.0408,5.690399999999999,0.7186,8.8801
2025-06-16 00:00:00+00:00,0.0,-4.1537999999999995,0.22429999999999983,0.6814000000000007,7.952400000000001,0.5483
2025-06-17 00:00:00+00:00,-0.04489999999999994,0.6119000000000001,0.8035000000000001,1.1273,-1.0362,-1.9483000000000001
2025-06-18 00:00:00+00:00,-2.7594000000000003,3.2034,-1.264,-2.2406999999999995,-3.0831999999999997,0.4879
2025-06-19 00:00:00+00:00,-2.6966,-1.3143,-1.3887,-2.8320999999999996,-0.12199999999999989,-1.9148
2025-06-20 00:00:00+00:00,0.0,7.402200000000001,0.0,3.2138000000000004,6.185599999999999,-3.8673
2025-06-23 00:00:00+00:00,2.4145000000000003,0.8224999999999998,1.1073,4.0454,4.043799999999999,0.5550000000000002
2025-06-24 00:00:00+00:00,1.3145,0.0,0.19500000000000006,2.4289999999999994,8.2494,2.3979999999999997
2025-06-25 00:00:00+00:00,1.1457,0.0,2.085,-1.3478,0.6061000000000001,-1.2279
2025-06-26 00:00:00+00:00,-2.325,4.8901,-0.15469999999999984,-2.856,-1.2556,2.3507
2025-06-27 00:00:00+00:00,-2.4659,-2.5129,-1.4178,-3.4974999999999996,1.8019999999999996,2.9798999999999998
2025-06-30 00:00:00+00:00,-1.4820000000000002,0.0,1.1340000000000001,-10.0442,0.7779000000000003,3.5429000000000004
2025-07-01 00:00:00+00:00,0.0,0.0,2.2443999999999997,-4.3797999999999995,-0.6256999999999997,1.1494000000000002
2025-07-02 00:00:00+00:00,0.0,2.1996,-1.4071,2.7844999999999995,-1.452,-6.122
2025-07-03 00:00:00+00:00,-1.2658,0.0,-5.1227,-2.1914,-3.9407,-3.6299
2025-07-07 00:00:00+00:00,1.1962,-1.2247,-0.2068000000000001,-3.8705999999999996,0.41980000000000006,-1.9544
2025-07-08 00:00:00+00:00,0.0,-1.3941,-4.2296,-0.5453999999999999,1.8551000000000002,5.2738000000000005
2025-07-09 00:00:00+00:00,1.1265,0.0,2.2846,6.9693,-0.17700000000000005,1.7893
2025-07-10 00:00:00+00:00,-1.3874,0.0,-7.0944,-2.1933,-6.3802,0.5084
2025-07-11 00:00:00+00:00,0.0,0.0,-3.9445,5.233899999999999,-2.6576,1.8058
2025-07-14 00:00:00+00:00,-2.6516,-3.9210000000000003,-0.2389000000000001,-2.8404,-1.4839,-1.2036
2025-07-15 00:00:00+00:00,1.1585,-2.2862999999999998,-3.8716999999999997,0.7771000000000001,1.9344999999999999,-1.3077999999999999
2025-07-16 00:00:00+00:00,1.3393,-1.2312,1.3393,1.6352,-1.5546000000000002,1.7855
2025-07-17 00:00:00+00:00,0.0,2.6991999999999994,-1.1083,0.29079999999999995,4.1134,-0.6707000000000001
2025-07-18 00:00:00+00:00,0.0,0.0,-2.742,0.5667,0.22910000000000008,-2.4398999999999997
2025-07-21 00:00:00+00:00,1.0879,-1.4324,1.0351,0.3017,-1.5155,2.2954
2025-07-22 00:00:00+00:00,-0.03349999999999986,0.0,1.1545,2.1799999999999997,0.36329999999999996,0.0
2025-07-23 00:00:00+00:00,1.2139,-2.4741999999999997,-0.6097999999999999,-8.0052,1.3425000000000002,1.7327
2025-07-24 00:00:00+00:00,0.0,-2.5088999999999997,-1.2783,-2.6458000000000004,0.3909999999999998,1.7461
2025-07-25 00:00:00+00:00,0.0,-4.0619,2.3501,3.2106,7.4958,-3.6745
2025-07-28 00:00:00+00:00,0.0,-1.3259,-2.5422,-5.2213,-0.2570999999999999,2.2999
2025-07-29 00:00:00+00:00,-1.2936,-1.3448,-0.5678000000000001,-2.0768,-1.7111,-1.2186
2025-07-30 00:00:00+00:00,0.0,-1.4145,-2.592,-1.3506999999999998,0.0,-0.15599999999999992
2025-07-31 00:00:00+00:00,0.0,-2.7931,-2.6731,-0.8406000000000002,-2.8817,0.4885999999999999
2025-08-01 00:00:00+00:00,-2.4271000000000003,0.0,-0.033400000000000096,-3.4817,-0.5068999999999999,0.0
2025-08-04 00:00:00+00:00,-0.1916000000000001,4.2437,-1.7273,-2.1458000000000004,2.832,0.5755999999999999
2025-08-05 00:00:00+00:00,-0.029400000000000093,-4.4187,0.0,6.3955,0.9344000000000001,3.5468
2025-08-06 00:00:00+00:00,1.2806,0.0,1.0246,-3.4494000000000002,-1.6149,0.0
2025-08-07 00:00:00+00:00,0.0,0.0,-1.3846,8.9088,1.0434999999999999,-6.0511
2025-08-08 00:00:00+00:00,0.0,0.0,-0.23499999999999988,-8.0983,-6.6616,0.0
2025-08-11 00:00:00+00:00,-1.3019,-2.4138,0.6214,-4.103199999999999,0.6268000000000005,2.3154000000000003
2025-08-12 00:00:00+00:00,-1.106,-1.4071,-2.7398,-4.4557,4.8837,0.5512000000000001
2025-08-13 00:00:00+00:00,0.0,-2.8636,0.0,-8.642199999999999,1.8955000000000002,-2.4249
2025-08-14 00:00:00+00:00,0.05929999999999991,-1.0725,0.8724000000000001,-1.7869000000000004,-8.2527,4.1654
2025-08-15 00:00:00+00:00,0.0,-1.2653,0.0,-5.707,1.3372000000000002,-1.254
