module,gate,model,cost,split,c2_class,n,n_al,n_ag,in_n,in_pf,in_pts,in_meanR,in_wr,al_n,al_pf,al_pts,al_meanR,al_wr,ag_n,ag_pf,ag_pts,ag_meanR,ag_wr,dR,p_flip
s10_90min_fade,B2,q,0.7,ALL,against,4572,3338,1234,4572,0.503,-4397.0,-0.3997,33.0,3338,0.503,-3222.9,-0.4073,32.5,1234,0.506,-1174.1,-0.379,34.5,-0.0284,0.524
s10_90min_fade,B3,q,0.7,ALL,aligned,4722,2290,2432,4722,0.56,-4155.0,-0.3403,35.4,2290,0.536,-1990.5,-0.3579,36.1,2432,0.58,-2164.4,-0.3236,34.7,-0.0343,0.434
s10_90min_fade,B3,q,0.7,ALL,against,4572,2022,2550,4572,0.503,-4397.0,-0.3997,33.0,2022,0.42,-2293.7,-0.4628,32.0,2550,0.571,-2103.3,-0.3497,33.8,-0.1131,0.004
s10_90min_fade,B4,q,0.7,ALL,aligned,4722,3169,1177,4722,0.56,-4155.0,-0.3403,35.4,3169,0.56,-2824.8,-0.3296,36.1,1177,0.517,-1156.3,-0.3921,33.9,0.0625,0.167
s10_90min_fade,B4,q,0.7,ALL,against,4572,1108,3121,4572,0.503,-4397.0,-0.3997,33.0,1108,0.466,-1130.0,-0.4053,33.8,3121,0.52,-2917.3,-0.39,33.0,-0.0153,0.7
s10_90min_fade,B5,q,0.7,ALL,aligned,4722,3933,789,4722,0.56,-4155.0,-0.3403,35.4,3933,0.547,-3597.4,-0.3512,34.9,789,0.628,-557.6,-0.2856,37.6,-0.0657,0.132
s10_90min_fade,B5,q,0.7,ALL,against,4572,857,3715,4572,0.503,-4397.0,-0.3997,33.0,857,0.519,-781.2,-0.4362,32.1,3715,0.5,-3615.8,-0.3913,33.3,-0.045,0.268
s10_90min_fade,B6,q,0.7,ALL,aligned,4722,1333,3144,4722,0.56,-4155.0,-0.3403,35.4,1333,0.564,-1119.9,-0.3433,37.3,3144,0.565,-2792.9,-0.3346,34.8,-0.0087,0.848
s10_90min_fade,B6,q,0.7,ALL,against,4572,504,3847,4572,0.503,-4397.0,-0.3997,33.0,504,0.431,-521.9,-0.4106,33.5,3847,0.524,-3538.4,-0.3871,33.3,-0.0235,0.552
s10_90min_fade,B1,q,0.7,TRAIN,aligned,2391,1333,809,2391,0.446,-2208.3,-0.4069,34.0,1333,0.451,-1204.0,-0.3983,34.1,809,0.467,-729.5,-0.3839,34.7,-0.0144,0.79
s10_90min_fade,B1,q,0.7,TRAIN,against,2251,675,1315,2251,0.422,-2064.1,-0.4293,33.1,675,0.51,-531.1,-0.3293,35.7,1315,0.396,-1262.5,-0.4708,31.7,0.1415,0.014
s10_90min_fade,B2,q,0.7,TRAIN,aligned,2391,846,1545,2391,0.446,-2208.3,-0.4069,34.0,846,0.488,-750.8,-0.3899,34.2,1545,0.422,-1457.5,-0.4162,34.0,0.0263,0.603
s10_90min_fade,B2,q,0.7,TRAIN,against,2251,1578,673,2251,0.422,-2064.1,-0.4293,33.1,1578,0.412,-1460.7,-0.4396,32.8,673,0.444,-603.4,-0.4052,33.7,-0.0344,0.512
s10_90min_fade,B3,q,0.7,TRAIN,aligned,2391,1165,1226,2391,0.446,-2208.3,-0.4069,34.0,1165,0.413,-1074.3,-0.43,33.9,1226,0.474,-1134.0,-0.385,34.2,-0.045,0.376
s10_90min_fade,B3,q,0.7,TRAIN,against,2251,1019,1232,2251,0.422,-2064.1,-0.4293,33.1,1019,0.372,-1057.1,-0.4737,32.1,1232,0.467,-1007.0,-0.3925,33.9,-0.0812,0.104
s10_90min_fade,B4,q,0.7,TRAIN,aligned,2391,1667,547,2391,0.446,-2208.3,-0.4069,34.0,1667,0.448,-1573.3,-0.4069,34.6,547,0.435,-503.8,-0.4338,32.7,0.0269,0.594
s10_90min_fade,B4,q,0.7,TRAIN,against,2251,499,1583,2251,0.422,-2064.1,-0.4293,33.1,499,0.467,-364.1,-0.3778,35.7,1583,0.421,-1524.0,-0.4374,32.1,0.0596,0.269
s10_90min_fade,B5,q,0.7,TRAIN,aligned,2391,2000,391,2391,0.446,-2208.3,-0.4069,34.0,2000,0.443,-1913.8,-0.4109,33.2,391,0.465,-294.5,-0.3864,38.1,-0.0246,0.636
s10_90min_fade,B5,q,0.7,TRAIN,against,2251,446,1805,2251,0.422,-2064.1,-0.4293,33.1,446,0.34,-456.5,-0.5062,31.2,1805,0.442,-1607.7,-0.4103,33.6,-0.096,0.062
s10_90min_fade,B6,q,0.7,TRAIN,aligned,2391,646,1612,2391,0.446,-2208.3,-0.4069,34.0,646,0.473,-522.1,-0.3799,36.5,1612,0.46,-1484.9,-0.3947,33.8,0.0148,0.79
s10_90min_fade,B6,q,0.7,TRAIN,against,2251,277,1855,2251,0.422,-2064.1,-0.4293,33.1,277,0.544,-199.8,-0.2964,37.9,1855,0.419,-1700.4,-0.4389,32.6,0.1425,0.006
s10_90min_fade,B1,q,0.7,TEST,aligned,2331,1448,660,2331,0.643,-1946.6,-0.2719,36.8,1448,0.625,-1315.7,-0.2648,36.9,660,0.631,-529.7,-0.3202,35.6,0.0554,0.46
s10_90min_fade,B1,q,0.7,TEST,against,2321,646,1451,2321,0.559,-2332.8,-0.371,33.0,646,0.501,-707.8,-0.445,29.7,1451,0.594,-1345.4,-0.3336,35.0,-0.1114,0.1
s10_90min_fade,B2,q,0.7,TEST,aligned,2331,750,1581,2331,0.643,-1946.6,-0.2719,36.8,750,0.816,-300.6,-0.1483,38.4,1581,0.569,-1646.0,-0.3305,36.0,0.1822,0.008
s10_90min_fade,B2,q,0.7,TEST,against,2321,1760,561,2321,0.559,-2332.8,-0.371,33.0,1760,0.559,-1762.1,-0.3784,32.2,561,0.558,-570.7,-0.3476,35.5,-0.0309,0.648
s10_90min_fade,B3,q,0.7,TEST,aligned,2331,1125,1206,2331,0.643,-1946.6,-0.2719,36.8,1125,0.627,-916.2,-0.2833,38.3,1206,0.656,-1030.4,-0.2612,35.3,-0.0221,0.751
s10_90min_fade,B3,q,0.7,TEST,against,2321,1003,1318,2321,0.559,-2332.8,-0.371,33.0,1003,0.455,-1236.5,-0.4516,32.0,1318,0.636,-1096.3,-0.3096,33.8,-0.1421,0.021
s10_90min_fade,B4,q,0.7,TEST,aligned,2331,1502,630,2331,0.643,-1946.6,-0.2719,36.8,1502,0.649,-1251.5,-0.2438,37.9,630,0.565,-652.4,-0.3558,34.9,0.112,0.134
s10_90min_fade,B4,q,0.7,TEST,against,2321,609,1538,2321,0.559,-2332.8,-0.371,33.0,609,0.466,-765.8,-0.4279,32.2,1538,0.596,-1393.2,-0.3412,33.9,-0.0867,0.177
s10_90min_fade,B5,q,0.7,TEST,aligned,2331,1933,398,2331,0.643,-1946.6,-0.2719,36.8,1933,0.626,-1683.5,-0.2895,36.7,398,0.723,-263.1,-0.1866,37.2,-0.1029,0.145
s10_90min_fade,B5,q,0.7,TEST,against,2321,411,1910,2321,0.559,-2332.8,-0.371,33.0,411,0.651,-324.8,-0.3603,33.1,1910,0.539,-2008.1,-0.3733,33.0,0.013,0.838
s10_90min_fade,B6,q,0.7,TEST,aligned,2331,687,1532,2331,0.643,-1946.6,-0.2719,36.8,687,0.621,-597.7,-0.3089,38.0,1532,0.643,-1308.0,-0.2713,35.8,-0.0376,0.59
s10_90min_fade,B6,q,0.7,TEST,against,2321,227,1992,2321,0.559,-2332.8,-0.371,33.0,227,0.328,-322.1,-0.5499,28.2,1992,0.592,-1838.0,-0.3389,34.0,-0.2111,0.0
s98_zscore_mr_m15,B1,mid,1.0,ALL,aligned,17,6,10,17,0.411,-70.9,-0.616,17.6,6,0.717,-9.5,-0.2442,33.3,10,0.0,-86.7,-1.1628,0.0,0.9186,0.02
s98_zscore_mr_m15,B1,mid,1.0,ALL,against,22,7,14,22,0.269,-210.1,-0.1618,31.8,7,0.844,-5.6,-0.451,28.6,14,0.193,-196.9,0.0535,35.7,-0.5045,0.407
s98_zscore_mr_m15,B2,mid,1.0,ALL,aligned,17,9,8,17,0.411,-70.9,-0.616,17.6,9,0.57,-31.7,-0.4016,22.2,8,0.161,-39.2,-0.8571,12.5,0.4554,0.513
s98_zscore_mr_m15,B2,mid,1.0,ALL,against,22,19,3,22,0.269,-210.1,-0.1618,31.8,19,0.158,-242.0,-0.419,21.1,3,inf,31.9,1.4667,100.0,-1.8857,0.001
s98_zscore_mr_m15,B3,mid,1.0,ALL,aligned,17,0,17,17,0.411,-70.9,-0.616,17.6,0,,0.0,,,17,0.411,-70.9,-0.616,17.6,,
s98_zscore_mr_m15,B3,mid,1.0,ALL,against,22,0,22,22,0.269,-210.1,-0.1618,31.8,0,,0.0,,,22,0.269,-210.1,-0.1618,31.8,,
s98_zscore_mr_m15,B4,mid,1.0,ALL,aligned,17,11,3,17,0.411,-70.9,-0.616,17.6,11,0.258,-72.9,-0.823,9.1,3,0.0,-17.3,-1.1537,0.0,0.3308,0.905
s98_zscore_mr_m15,B4,mid,1.0,ALL,against,22,6,14,22,0.269,-210.1,-0.1618,31.8,6,1.457,12.5,0.6239,50.0,14,0.081,-239.0,-0.7301,14.3,1.354,0.015
s98_zscore_mr_m15,B5,mid,1.0,ALL,aligned,17,13,4,17,0.411,-70.9,-0.616,17.6,13,0.4,-62.9,-0.6875,15.4,4,0.483,-8.0,-0.3834,25.0,-0.3041,0.62
s98_zscore_mr_m15,B5,mid,1.0,ALL,against,22,6,16,22,0.269,-210.1,-0.1618,31.8,6,0.215,-131.0,0.1334,50.0,16,0.344,-79.1,-0.2725,25.0,0.4059,0.497
s98_zscore_mr_m15,B6,mid,1.0,ALL,aligned,17,0,17,17,0.411,-70.9,-0.616,17.6,0,,0.0,,,17,0.411,-70.9,-0.616,17.6,,
s98_zscore_mr_m15,B6,mid,1.0,ALL,against,22,0,22,22,0.269,-210.1,-0.1618,31.8,0,,0.0,,,22,0.269,-210.1,-0.1618,31.8,,
s98_zscore_mr_m15,B1,mid,1.0,TRAIN,aligned,11,3,7,11,0.852,-8.6,-0.414,27.3,3,6.006,20.1,0.3805,66.7,7,0.0,-54.0,-1.1882,0.0,1.5688,0.015
s98_zscore_mr_m15,B1,mid,1.0,TRAIN,against,12,3,8,12,0.427,-29.7,-0.4323,25.0,3,0.0,-12.1,-1.3462,0.0,8,0.688,-10.0,0.0004,37.5,-1.3466,0.0803
s98_zscore_mr_m15,B2,mid,1.0,TRAIN,aligned,11,6,5,11,0.852,-8.6,-0.414,27.3,6,1.023,1.0,-0.0507,33.3,5,0.44,-9.5,-0.85,20.0,0.7992,0.4234
s98_zscore_mr_m15,B2,mid,1.0,TRAIN,against,12,11,1,12,0.427,-29.7,-0.4323,25.0,11,0.22,-40.4,-0.6271,18.2,1,inf,10.8,1.7107,100.0,-2.3377,0.001
s98_zscore_mr_m15,B3,mid,1.0,TRAIN,aligned,11,0,11,11,0.852,-8.6,-0.414,27.3,0,,0.0,,,11,0.852,-8.6,-0.414,27.3,,
s98_zscore_mr_m15,B3,mid,1.0,TRAIN,against,12,0,12,12,0.427,-29.7,-0.4323,25.0,0,,0.0,,,12,0.427,-29.7,-0.4323,25.0,,
s98_zscore_mr_m15,B4,mid,1.0,TRAIN,aligned,11,6,3,11,0.852,-8.6,-0.414,27.3,6,0.621,-15.4,-0.5942,16.7,3,0.0,-17.3,-1.1537,0.0,0.5595,0.8407
s98_zscore_mr_m15,B4,mid,1.0,TRAIN,against,12,3,7,12,0.427,-29.7,-0.4323,25.0,3,0.359,-10.4,-0.1692,33.3,7,0.0,-35.6,-1.0852,0.0,0.9159,0.1081
s98_zscore_mr_m15,B5,mid,1.0,TRAIN,aligned,11,8,3,11,0.852,-8.6,-0.414,27.3,8,0.885,-5.4,-0.4313,25.0,3,0.705,-3.2,-0.368,33.3,-0.0633,0.958
s98_zscore_mr_m15,B5,mid,1.0,TRAIN,against,12,3,9,12,0.427,-29.7,-0.4323,25.0,3,0.472,-6.2,-0.4192,33.3,9,0.414,-23.4,-0.4366,22.2,0.0174,0.977
s98_zscore_mr_m15,B6,mid,1.0,TRAIN,aligned,11,0,11,11,0.852,-8.6,-0.414,27.3,0,,0.0,,,11,0.852,-8.6,-0.414,27.3,,
s98_zscore_mr_m15,B6,mid,1.0,TRAIN,against,12,0,12,12,0.427,-29.7,-0.4323,25.0,0,,0.0,,,12,0.427,-29.7,-0.4323,25.0,,
s98_zscore_mr_m15,B1,mid,1.0,TEST,aligned,6,3,3,6,0.0,-62.3,-0.9862,0.0,3,0.0,-29.7,-0.869,0.0,3,0.0,-32.6,-1.1034,0.0,0.2345,0.3869
s98_zscore_mr_m15,B1,mid,1.0,TEST,against,10,4,6,10,0.234,-180.4,0.1627,40.0,4,1.27,6.5,0.2204,50.0,6,0.118,-186.9,0.1242,33.3,0.0962,0.8454
s98_zscore_mr_m15,B2,mid,1.0,TEST,aligned,6,3,3,6,0.0,-62.3,-0.9862,0.0,3,0.0,-32.6,-1.1034,0.0,3,0.0,-29.7,-0.869,0.0,-0.2345,0.4069
s98_zscore_mr_m15,B2,mid,1.0,TEST,against,10,8,2,10,0.234,-180.4,0.1627,40.0,8,0.145,-201.6,-0.1329,25.0,2,inf,21.1,1.3447,100.0,-1.4776,0.1727
s98_zscore_mr_m15,B3,mid,1.0,TEST,aligned,6,0,6,6,0.0,-62.3,-0.9862,0.0,0,,0.0,,,6,0.0,-62.3,-0.9862,0.0,,
s98_zscore_mr_m15,B3,mid,1.0,TEST,against,10,0,10,10,0.234,-180.4,0.1627,40.0,0,,0.0,,,10,0.234,-180.4,0.1627,40.0,,
s98_zscore_mr_m15,B4,mid,1.0,TEST,aligned,6,5,0,6,0.0,-62.3,-0.9862,0.0,5,0.0,-57.4,-1.0975,0.0,0,,0.0,,,,
s98_zscore_mr_m15,B4,mid,1.0,TEST,against,10,3,7,10,0.234,-180.4,0.1627,40.0,3,3.046,22.9,1.4171,66.7,7,0.094,-203.4,-0.375,28.6,1.7921,0.0461
s98_zscore_mr_m15,B5,mid,1.0,TEST,aligned,6,5,1,6,0.0,-62.3,-0.9862,0.0,5,0.0,-57.4,-1.0975,0.0,1,0.0,-4.9,-0.4299,0.0,-0.6676,0.0
s98_zscore_mr_m15,B5,mid,1.0,TEST,against,10,3,7,10,0.234,-180.4,0.1627,40.0,3,0.196,-124.8,0.6859,66.7,7,0.309,-55.7,-0.0616,28.6,0.7475,0.4514
s98_zscore_mr_m15,B6,mid,1.0,TEST,aligned,6,0,6,6,0.0,-62.3,-0.9862,0.0,0,,0.0,,,6,0.0,-62.3,-0.9862,0.0,,
s98_zscore_mr_m15,B6,mid,1.0,TEST,against,10,0,10,10,0.234,-180.4,0.1627,40.0,0,,0.0,,,10,0.234,-180.4,0.1627,40.0,,
s98_zscore_mr_m15,B1,q,0.7,ALL,aligned,17,6,10,17,0.448,-62.1,-0.5457,17.6,6,0.84,-4.7,-0.1582,33.3,10,0.0,-83.0,-1.0981,0.0,0.94,0.014
s98_zscore_mr_m15,B1,q,0.7,ALL,against,22,7,14,22,0.256,-213.6,-0.2518,27.3,7,0.898,-3.5,-0.3894,28.6,14,0.173,-202.8,-0.1219,28.6,-0.2676,0.684
s98_zscore_mr_m15,B2,q,0.7,ALL,aligned,17,9,8,17,0.448,-62.1,-0.5457,17.6,9,0.601,-28.3,-0.3604,22.2,8,0.188,-33.8,-0.7542,12.5,0.3938,0.524
s98_zscore_mr_m15,B2,q,0.7,ALL,against,22,19,3,22,0.256,-213.6,-0.2518,27.3,19,0.141,-246.4,-0.5296,15.8,3,inf,32.8,1.508,100.0,-2.0376,0.0
s98_zscore_mr_m15,B3,q,0.7,ALL,aligned,17,0,17,17,0.448,-62.1,-0.5457,17.6,0,,0.0,,,17,0.448,-62.1,-0.5457,17.6,,
s98_zscore_mr_m15,B3,q,0.7,ALL,against,22,0,22,22,0.256,-213.6,-0.2518,27.3,0,,0.0,,,22,0.256,-213.6,-0.2518,27.3,,
s98_zscore_mr_m15,B4,q,0.7,ALL,aligned,17,11,3,17,0.448,-62.1,-0.5457,17.6,11,0.269,-69.6,-0.7745,9.1,3,0.0,-15.7,-1.0549,0.0,0.2804,0.962
s98_zscore_mr_m15,B4,q,0.7,ALL,against,22,6,14,22,0.256,-213.6,-0.2518,27.3,6,1.139,4.2,0.1616,33.3,14,0.085,-234.7,-0.6813,14.3,0.8429,0.154
s98_zscore_mr_m15,B5,q,0.7,ALL,aligned,17,13,4,17,0.448,-62.1,-0.5457,17.6,13,0.419,-59.0,-0.6406,15.4,4,0.716,-3.1,-0.2373,25.0,-0.4033,0.542
s98_zscore_mr_m15,B5,q,0.7,ALL,against,22,6,16,22,0.256,-213.6,-0.2518,27.3,6,0.222,-129.2,0.1785,50.0,16,0.302,-84.4,-0.4131,18.8,0.5915,0.312
s98_zscore_mr_m15,B6,q,0.7,ALL,aligned,17,0,17,17,0.448,-62.1,-0.5457,17.6,0,,0.0,,,17,0.448,-62.1,-0.5457,17.6,,
s98_zscore_mr_m15,B6,q,0.7,ALL,against,22,0,22,22,0.256,-213.6,-0.2518,27.3,0,,0.0,,,22,0.256,-213.6,-0.2518,27.3,,
s98_zscore_mr_m15,B1,q,0.7,TRAIN,aligned,11,3,7,11,0.916,-4.6,-0.3455,27.3,3,6.651,21.0,0.4371,66.7,7,0.0,-51.3,-1.1092,0.0,1.5462,0.011
s98_zscore_mr_m15,B1,q,0.7,TRAIN,against,12,3,8,12,0.319,-36.1,-0.6222,16.7,3,0.0,-11.2,-1.2423,0.0,8,0.489,-17.7,-0.3291,25.0,-0.9132,0.2224
s98_zscore_mr_m15,B2,q,0.7,TRAIN,aligned,11,6,5,11,0.916,-4.6,-0.3455,27.3,6,1.088,3.4,-0.0044,33.3,5,0.493,-8.0,-0.7547,20.0,0.7503,0.4384
s98_zscore_mr_m15,B2,q,0.7,TRAIN,against,12,11,1,12,0.319,-36.1,-0.6222,16.7,11,0.11,-47.2,-0.8386,9.1,1,inf,11.1,1.7583,100.0,-2.597,0.001
s98_zscore_mr_m15,B3,q,0.7,TRAIN,aligned,11,0,11,11,0.916,-4.6,-0.3455,27.3,0,,0.0,,,11,0.916,-4.6,-0.3455,27.3,,
s98_zscore_mr_m15,B3,q,0.7,TRAIN,against,12,0,12,12,0.319,-36.1,-0.6222,16.7,0,,0.0,,,12,0.319,-36.1,-0.6222,16.7,,
s98_zscore_mr_m15,B4,q,0.7,TRAIN,aligned,11,6,3,11,0.916,-4.6,-0.3455,27.3,6,0.652,-13.6,-0.5297,16.7,3,0.0,-15.7,-1.0549,0.0,0.5252,0.8593
s98_zscore_mr_m15,B4,q,0.7,TRAIN,against,12,3,7,12,0.319,-36.1,-0.6222,16.7,3,0.0,-19.6,-1.1373,0.0,7,0.0,-33.5,-1.012,0.0,-0.1254,0.9018
s98_zscore_mr_m15,B5,q,0.7,TRAIN,aligned,11,8,3,11,0.916,-4.6,-0.3455,27.3,8,0.933,-3.0,-0.3734,25.0,3,0.834,-1.6,-0.271,33.3,-0.1024,0.9219
s98_zscore_mr_m15,B5,q,0.7,TRAIN,against,12,3,9,12,0.319,-36.1,-0.6222,16.7,3,0.524,-5.3,-0.3511,33.3,9,0.264,-30.8,-0.7125,11.1,0.3614,0.56
s98_zscore_mr_m15,B6,q,0.7,TRAIN,aligned,11,0,11,11,0.916,-4.6,-0.3455,27.3,0,,0.0,,,11,0.916,-4.6,-0.3455,27.3,,
s98_zscore_mr_m15,B6,q,0.7,TRAIN,against,12,0,12,12,0.319,-36.1,-0.6222,16.7,0,,0.0,,,12,0.319,-36.1,-0.6222,16.7,,
s98_zscore_mr_m15,B1,q,0.7,TEST,aligned,6,3,3,6,0.0,-57.5,-0.9129,0.0,3,0.0,-25.8,-0.7534,0.0,3,0.0,-31.7,-1.0724,0.0,0.319,0.4194
s98_zscore_mr_m15,B1,q,0.7,TEST,against,10,4,6,10,0.241,-177.5,0.1928,40.0,4,1.328,7.6,0.2502,50.0,6,0.121,-185.1,0.1545,33.3,0.0957,0.8343
s98_zscore_mr_m15,B2,q,0.7,TEST,aligned,6,3,3,6,0.0,-57.5,-0.9129,0.0,3,0.0,-31.7,-1.0724,0.0,3,0.0,-25.8,-0.7534,0.0,-0.319,0.4233
s98_zscore_mr_m15,B2,q,0.7,TEST,against,10,8,2,10,0.241,-177.5,0.1928,40.0,8,0.148,-199.2,-0.1048,25.0,2,inf,21.7,1.3829,100.0,-1.4876,0.1427
s98_zscore_mr_m15,B3,q,0.7,TEST,aligned,6,0,6,6,0.0,-57.5,-0.9129,0.0,0,,0.0,,,6,0.0,-57.5,-0.9129,0.0,,
s98_zscore_mr_m15,B3,q,0.7,TEST,against,10,0,10,10,0.241,-177.5,0.1928,40.0,0,,0.0,,,10,0.241,-177.5,0.1928,40.0,,
s98_zscore_mr_m15,B4,q,0.7,TEST,aligned,6,5,0,6,0.0,-57.5,-0.9129,0.0,5,0.0,-55.9,-1.0682,0.0,0,,0.0,,,,
s98_zscore_mr_m15,B4,q,0.7,TEST,against,10,3,7,10,0.241,-177.5,0.1928,40.0,3,3.185,23.8,1.4606,66.7,7,0.097,-201.3,-0.3506,28.6,1.8112,0.0432
s98_zscore_mr_m15,B5,q,0.7,TEST,aligned,6,5,1,6,0.0,-57.5,-0.9129,0.0,5,0.0,-55.9,-1.0682,0.0,1,0.0,-1.5,-0.1362,0.0,-0.932,0.0629
s98_zscore_mr_m15,B5,q,0.7,TEST,against,10,3,7,10,0.241,-177.5,0.1928,40.0,3,0.2,-123.9,0.708,66.7,7,0.322,-53.6,-0.0281,28.6,0.7361,0.4287
s98_zscore_mr_m15,B6,q,0.7,TEST,aligned,6,0,6,6,0.0,-57.5,-0.9129,0.0,0,,0.0,,,6,0.0,-57.5,-0.9129,0.0,,
s98_zscore_mr_m15,B6,q,0.7,TEST,against,10,0,10,10,0.241,-177.5,0.1928,40.0,0,,0.0,,,10,0.241,-177.5,0.1928,40.0,,
