module,gate,model,cost,split,c2_class,n,n_al,n_ag,in_n,in_pf,in_pts,in_meanR,in_wr,al_n,al_pf,al_pts,al_meanR,al_wr,ag_n,ag_pf,ag_pts,ag_meanR,ag_wr,dR,p_flip
s04_breaker_block,B1,mid,1.0,ALL,aligned,3193,1962,953,3193,0.649,-2629.5,-0.3765,35.8,1962,0.657,-1594.4,-0.3655,36.2,953,0.64,-790.8,-0.3966,35.0,0.0311,0.585
s04_breaker_block,B1,mid,1.0,ALL,against,3404,968,2051,3404,0.68,-2633.1,-0.3609,36.1,968,0.668,-732.8,-0.3857,35.7,2051,0.693,-1545.7,-0.3568,36.0,-0.029,0.597
s04_breaker_block,B2,mid,1.0,ALL,aligned,3193,942,2250,3193,0.649,-2629.5,-0.3765,35.8,942,0.648,-776.6,-0.3531,36.4,2250,0.649,-1850.4,-0.3857,35.6,0.0326,0.59
s04_breaker_block,B2,mid,1.0,ALL,against,3404,2300,1104,3404,0.68,-2633.1,-0.3609,36.1,2300,0.681,-1761.0,-0.3626,36.0,1104,0.68,-872.1,-0.3573,36.2,-0.0053,0.897
s04_breaker_block,B3,mid,1.0,ALL,aligned,3193,1719,1474,3193,0.649,-2629.5,-0.3765,35.8,1719,0.697,-1204.1,-0.3467,36.8,1474,0.594,-1425.4,-0.4113,34.7,0.0646,0.239
s04_breaker_block,B3,mid,1.0,ALL,against,3404,1764,1640,3404,0.68,-2633.1,-0.3609,36.1,1764,0.685,-1360.9,-0.3478,36.5,1640,0.675,-1272.2,-0.375,35.6,0.0272,0.577
s04_breaker_block,B4,mid,1.0,ALL,aligned,3193,2091,816,3193,0.649,-2629.5,-0.3765,35.8,2091,0.642,-1753.3,-0.3694,36.2,816,0.699,-592.2,-0.3738,35.4,0.0043,0.96
s04_breaker_block,B4,mid,1.0,ALL,against,3404,876,2226,3404,0.68,-2633.1,-0.3609,36.1,876,0.687,-636.8,-0.3141,37.7,2226,0.682,-1752.1,-0.3728,35.7,0.0587,0.263
s04_breaker_block,B5,mid,1.0,ALL,aligned,3193,2703,490,3193,0.649,-2629.5,-0.3765,35.8,2703,0.623,-2381.7,-0.3875,35.5,490,0.788,-247.8,-0.3155,37.6,-0.0721,0.18
s04_breaker_block,B5,mid,1.0,ALL,against,3404,552,2852,3404,0.68,-2633.1,-0.3609,36.1,552,0.698,-412.8,-0.3847,34.6,2852,0.677,-2220.4,-0.3563,36.4,-0.0284,0.567
s04_breaker_block,B6,mid,1.0,ALL,aligned,3193,1027,2001,3193,0.649,-2629.5,-0.3765,35.8,1027,0.731,-653.5,-0.3186,37.6,2001,0.604,-1868.2,-0.4065,34.8,0.0879,0.104
s04_breaker_block,B6,mid,1.0,ALL,against,3404,486,2684,3404,0.68,-2633.1,-0.3609,36.1,486,0.697,-338.8,-0.3606,36.6,2684,0.676,-2094.5,-0.3721,35.7,0.0115,0.822
s04_breaker_block,B1,mid,1.0,TRAIN,aligned,1167,676,387,1167,0.6,-975.7,-0.4047,36.2,676,0.591,-559.5,-0.418,36.2,387,0.619,-326.2,-0.3889,35.9,-0.0291,0.753
s04_breaker_block,B1,mid,1.0,TRAIN,against,1378,444,782,1378,0.628,-1063.9,-0.3679,37.4,444,0.636,-326.5,-0.3759,37.4,782,0.639,-588.0,-0.3601,37.6,-0.0158,0.849
s04_breaker_block,B2,mid,1.0,TRAIN,aligned,1167,351,816,1167,0.6,-975.7,-0.4047,36.2,351,0.672,-244.5,-0.3127,38.5,816,0.568,-731.2,-0.4443,35.3,0.1316,0.148
s04_breaker_block,B2,mid,1.0,TRAIN,against,1378,879,499,1378,0.628,-1063.9,-0.3679,37.4,879,0.578,-791.4,-0.4228,35.6,499,0.723,-272.4,-0.2713,40.5,-0.1515,0.051
s04_breaker_block,B3,mid,1.0,TRAIN,aligned,1167,638,529,1167,0.6,-975.7,-0.4047,36.2,638,0.598,-522.3,-0.4181,36.1,529,0.602,-453.4,-0.3886,36.5,-0.0295,0.735
s04_breaker_block,B3,mid,1.0,TRAIN,against,1378,717,661,1378,0.628,-1063.9,-0.3679,37.4,717,0.661,-496.7,-0.3315,38.6,661,0.593,-567.2,-0.4074,36.0,0.0759,0.322
s04_breaker_block,B4,mid,1.0,TRAIN,aligned,1167,817,256,1167,0.6,-975.7,-0.4047,36.2,817,0.619,-654.2,-0.3757,37.1,256,0.586,-220.1,-0.4527,34.8,0.077,0.378
s04_breaker_block,B4,mid,1.0,TRAIN,against,1378,344,926,1378,0.628,-1063.9,-0.3679,37.4,344,0.794,-129.4,-0.1853,43.6,926,0.597,-803.0,-0.4067,36.0,0.2214,0.01
s04_breaker_block,B5,mid,1.0,TRAIN,aligned,1167,981,186,1167,0.6,-975.7,-0.4047,36.2,981,0.582,-870.3,-0.4098,36.0,186,0.705,-105.4,-0.3783,37.6,-0.0315,0.701
s04_breaker_block,B5,mid,1.0,TRAIN,against,1378,226,1152,1378,0.628,-1063.9,-0.3679,37.4,226,0.57,-207.9,-0.4643,34.1,1152,0.64,-856.0,-0.349,38.0,-0.1153,0.162
s04_breaker_block,B6,mid,1.0,TRAIN,aligned,1167,367,724,1167,0.6,-975.7,-0.4047,36.2,367,0.614,-280.8,-0.4107,36.5,724,0.588,-645.4,-0.4102,35.8,-0.0005,0.993
s04_breaker_block,B6,mid,1.0,TRAIN,against,1378,238,1049,1378,0.628,-1063.9,-0.3679,37.4,238,0.737,-122.5,-0.3204,39.1,1049,0.601,-880.9,-0.3891,36.7,0.0687,0.404
s04_breaker_block,B1,mid,1.0,TEST,aligned,2026,1286,566,2026,0.672,-1653.8,-0.3602,35.6,1286,0.685,-1034.9,-0.3379,36.2,566,0.653,-464.6,-0.4019,34.5,0.0639,0.368
s04_breaker_block,B1,mid,1.0,TEST,against,2026,524,1269,2026,0.708,-1569.3,-0.3561,35.2,524,0.689,-406.4,-0.3941,34.4,1269,0.719,-957.7,-0.3547,35.1,-0.0394,0.581
s04_breaker_block,B2,mid,1.0,TEST,aligned,2026,591,1434,2026,0.672,-1653.8,-0.3602,35.6,591,0.636,-532.1,-0.3771,35.2,1434,0.688,-1119.2,-0.3523,35.8,-0.0247,0.719
s04_breaker_block,B2,mid,1.0,TEST,against,2026,1421,605,2026,0.708,-1569.3,-0.3561,35.2,1421,0.734,-969.6,-0.3254,36.2,605,0.656,-599.7,-0.4283,32.7,0.1029,0.124
s04_breaker_block,B3,mid,1.0,TEST,aligned,2026,1081,945,2026,0.672,-1653.8,-0.3602,35.6,1081,0.745,-681.8,-0.3045,37.2,945,0.591,-972.0,-0.4239,33.8,0.1194,0.098
s04_breaker_block,B3,mid,1.0,TEST,against,2026,1047,979,2026,0.708,-1569.3,-0.3561,35.2,1047,0.698,-864.2,-0.359,35.1,979,0.72,-705.0,-0.3531,35.3,-0.0059,0.912
s04_breaker_block,B4,mid,1.0,TEST,aligned,2026,1274,560,2026,0.672,-1653.8,-0.3602,35.6,1274,0.654,-1099.1,-0.3654,35.6,560,0.74,-372.1,-0.3377,35.7,-0.0277,0.74
s04_breaker_block,B4,mid,1.0,TEST,against,2026,532,1300,2026,0.708,-1569.3,-0.3561,35.2,532,0.638,-507.4,-0.3974,33.8,1300,0.73,-949.2,-0.3486,35.5,-0.0488,0.474
s04_breaker_block,B5,mid,1.0,TEST,aligned,2026,1722,304,2026,0.672,-1653.8,-0.3602,35.6,1722,0.643,-1511.5,-0.3749,35.2,304,0.825,-142.3,-0.277,37.5,-0.0979,0.185
s04_breaker_block,B5,mid,1.0,TEST,against,2026,326,1700,2026,0.708,-1569.3,-0.3561,35.2,326,0.768,-204.9,-0.3295,35.0,1700,0.697,-1364.4,-0.3612,35.2,0.0317,0.619
s04_breaker_block,B6,mid,1.0,TEST,aligned,2026,660,1277,2026,0.672,-1653.8,-0.3602,35.6,660,0.781,-372.7,-0.2675,38.2,1277,0.613,-1222.8,-0.4044,34.3,0.1369,0.058
s04_breaker_block,B6,mid,1.0,TEST,against,2026,248,1635,2026,0.708,-1569.3,-0.3561,35.2,248,0.668,-216.3,-0.3991,34.3,1635,0.716,-1213.6,-0.3613,35.0,-0.0379,0.567
s04_breaker_block,B1,q,0.7,ALL,aligned,3193,1962,953,3193,0.666,-2404.2,-0.3491,32.2,1962,0.674,-1457.7,-0.3372,32.6,953,0.658,-719.5,-0.3692,31.5,0.032,0.575
s04_breaker_block,B1,q,0.7,ALL,against,3404,968,2051,3404,0.707,-2318.1,-0.3267,32.8,968,0.722,-578.6,-0.3196,33.4,2051,0.714,-1384.4,-0.3293,32.6,0.0098,0.858
s04_breaker_block,B2,q,0.7,ALL,aligned,3193,942,2250,3193,0.666,-2404.2,-0.3491,32.2,942,0.658,-728.8,-0.334,32.6,2250,0.67,-1673.2,-0.3549,32.1,0.0209,0.699
s04_breaker_block,B2,q,0.7,ALL,against,3404,2300,1104,3404,0.707,-2318.1,-0.3267,32.8,2300,0.696,-1615.4,-0.3394,32.3,1104,0.729,-702.6,-0.3002,33.7,-0.0392,0.434
s04_breaker_block,B3,q,0.7,ALL,aligned,3193,1719,1474,3193,0.666,-2404.2,-0.3491,32.2,1719,0.711,-1108.7,-0.3217,33.1,1474,0.615,-1295.5,-0.3811,31.2,0.0594,0.274
s04_breaker_block,B3,q,0.7,ALL,against,3404,1764,1640,3404,0.707,-2318.1,-0.3267,32.8,1764,0.714,-1185.2,-0.3102,33.3,1640,0.698,-1132.9,-0.3445,32.2,0.0343,0.482
s04_breaker_block,B4,q,0.7,ALL,aligned,3193,2091,816,3193,0.666,-2404.2,-0.3491,32.2,2091,0.644,-1685.8,-0.3551,32.1,816,0.744,-477.0,-0.3237,32.7,-0.0314,0.582
s04_breaker_block,B4,q,0.7,ALL,against,3404,876,2226,3404,0.707,-2318.1,-0.3267,32.8,876,0.72,-543.5,-0.2767,34.5,2226,0.709,-1540.7,-0.3356,32.5,0.0589,0.269
s04_breaker_block,B5,q,0.7,ALL,aligned,3193,2703,490,3193,0.666,-2404.2,-0.3491,32.2,2703,0.639,-2191.8,-0.3593,31.9,490,0.812,-212.4,-0.293,33.9,-0.0662,0.227
s04_breaker_block,B5,q,0.7,ALL,against,3404,552,2852,3404,0.707,-2318.1,-0.3267,32.8,552,0.782,-276.8,-0.296,33.3,2852,0.692,-2041.3,-0.3326,32.7,0.0367,0.499
s04_breaker_block,B6,q,0.7,ALL,aligned,3193,1027,2001,3193,0.666,-2404.2,-0.3491,32.2,1027,0.75,-585.3,-0.287,34.2,2001,0.62,-1724.1,-0.3805,31.2,0.0935,0.103
s04_breaker_block,B6,q,0.7,ALL,against,3404,486,2684,3404,0.707,-2318.1,-0.3267,32.8,486,0.765,-246.9,-0.2845,34.6,2684,0.699,-1869.2,-0.3413,32.3,0.0568,0.262
s04_breaker_block,B1,q,0.7,TRAIN,aligned,1167,676,387,1167,0.587,-981.5,-0.401,31.4,676,0.569,-575.3,-0.4128,31.4,387,0.613,-321.8,-0.3884,31.3,-0.0244,0.779
s04_breaker_block,B1,q,0.7,TRAIN,against,1378,444,782,1378,0.621,-1055.3,-0.3693,32.4,444,0.662,-289.9,-0.3347,33.8,782,0.62,-607.6,-0.3787,32.1,0.044,0.598
s04_breaker_block,B2,q,0.7,TRAIN,aligned,1167,351,816,1167,0.587,-981.5,-0.401,31.4,351,0.666,-243.4,-0.3265,33.3,816,0.552,-738.1,-0.4331,30.6,0.1066,0.217
s04_breaker_block,B2,q,0.7,TRAIN,against,1378,879,499,1378,0.621,-1055.3,-0.3693,32.4,879,0.573,-774.1,-0.4155,30.9,499,0.709,-281.2,-0.2879,35.1,-0.1276,0.108
s04_breaker_block,B3,q,0.7,TRAIN,aligned,1167,638,529,1167,0.587,-981.5,-0.401,31.4,638,0.585,-524.4,-0.4093,31.3,529,0.589,-457.1,-0.3911,31.6,-0.0182,0.81
s04_breaker_block,B3,q,0.7,TRAIN,against,1378,717,661,1378,0.621,-1055.3,-0.3693,32.4,717,0.649,-501.7,-0.335,33.6,661,0.591,-553.6,-0.4064,31.2,0.0714,0.374
s04_breaker_block,B4,q,0.7,TRAIN,aligned,1167,817,256,1167,0.587,-981.5,-0.401,31.4,817,0.586,-698.3,-0.3908,31.7,256,0.61,-197.4,-0.4212,30.9,0.0304,0.71
s04_breaker_block,B4,q,0.7,TRAIN,against,1378,344,926,1378,0.621,-1055.3,-0.3693,32.4,344,0.763,-148.0,-0.2118,37.8,926,0.596,-780.6,-0.4004,31.3,0.1886,0.026
s04_breaker_block,B5,q,0.7,TRAIN,aligned,1167,981,186,1167,0.587,-981.5,-0.401,31.4,981,0.575,-858.6,-0.3945,31.6,186,0.654,-122.9,-0.4358,30.6,0.0413,0.622
s04_breaker_block,B5,q,0.7,TRAIN,against,1378,226,1152,1378,0.621,-1055.3,-0.3693,32.4,226,0.604,-180.9,-0.3981,31.4,1152,0.624,-874.4,-0.3636,32.6,-0.0345,0.65
s04_breaker_block,B6,q,0.7,TRAIN,aligned,1167,367,724,1167,0.587,-981.5,-0.401,31.4,367,0.595,-286.8,-0.3978,31.9,724,0.575,-647.2,-0.4102,30.9,0.0124,0.892
s04_breaker_block,B6,q,0.7,TRAIN,against,1378,238,1049,1378,0.621,-1055.3,-0.3693,32.4,238,0.764,-105.4,-0.2735,35.7,1049,0.593,-873.4,-0.3937,31.6,0.1202,0.157
s04_breaker_block,B1,q,0.7,TEST,aligned,2026,1286,566,2026,0.705,-1422.7,-0.3192,32.7,1286,0.719,-882.3,-0.2974,33.3,566,0.688,-397.7,-0.356,31.6,0.0585,0.421
s04_breaker_block,B1,q,0.7,TEST,against,2026,524,1269,2026,0.753,-1262.7,-0.2977,33.0,524,0.764,-288.7,-0.3068,33.0,1269,0.761,-776.8,-0.2989,32.9,-0.0079,0.907
s04_breaker_block,B2,q,0.7,TEST,aligned,2026,591,1434,2026,0.705,-1422.7,-0.3192,32.7,591,0.655,-485.4,-0.3385,32.1,1434,0.726,-935.1,-0.3104,32.9,-0.0281,0.684
s04_breaker_block,B2,q,0.7,TEST,against,2026,1421,605,2026,0.753,-1262.7,-0.2977,33.0,1421,0.759,-841.3,-0.2924,33.2,605,0.74,-421.4,-0.3103,32.6,0.0179,0.794
s04_breaker_block,B3,q,0.7,TEST,aligned,2026,1081,945,2026,0.705,-1422.7,-0.3192,32.7,1081,0.773,-584.3,-0.27,34.1,945,0.628,-838.4,-0.3755,31.0,0.1055,0.124
s04_breaker_block,B3,q,0.7,TEST,against,2026,1047,979,2026,0.753,-1262.7,-0.2977,33.0,1047,0.748,-683.5,-0.2931,33.1,979,0.759,-579.3,-0.3026,32.9,0.0095,0.896
s04_breaker_block,B4,q,0.7,TEST,aligned,2026,1274,560,2026,0.705,-1422.7,-0.3192,32.7,1274,0.676,-987.5,-0.3323,32.3,560,0.794,-279.6,-0.2792,33.6,-0.0531,0.494
s04_breaker_block,B4,q,0.7,TEST,against,2026,532,1300,2026,0.753,-1262.7,-0.2977,33.0,532,0.7,-395.5,-0.3187,32.3,1300,0.773,-760.0,-0.2895,33.3,-0.0292,0.653
s04_breaker_block,B5,q,0.7,TEST,aligned,2026,1722,304,2026,0.705,-1422.7,-0.3192,32.7,1722,0.671,-1333.2,-0.3392,32.1,304,0.884,-89.5,-0.2057,35.9,-0.1335,0.053
s04_breaker_block,B5,q,0.7,TEST,against,2026,326,1700,2026,0.753,-1262.7,-0.2977,33.0,326,0.882,-95.9,-0.2251,34.7,1700,0.729,-1166.9,-0.3116,32.7,0.0865,0.202
s04_breaker_block,B6,q,0.7,TEST,aligned,2026,660,1277,2026,0.705,-1422.7,-0.3192,32.7,660,0.817,-298.5,-0.2254,35.5,1277,0.642,-1076.9,-0.3636,31.3,0.1383,0.062
s04_breaker_block,B6,q,0.7,TEST,against,2026,248,1635,2026,0.753,-1262.7,-0.2977,33.0,248,0.766,-141.5,-0.2951,33.5,1635,0.755,-995.8,-0.3077,32.7,0.0127,0.85
s94_sweep_reversal,B1,mid,1.0,ALL,aligned,722,438,224,722,0.723,-919.2,-0.2184,24.1,438,0.807,-397.5,-0.1932,24.7,224,0.522,-495.0,-0.2715,22.8,0.0783,0.609
s94_sweep_reversal,B1,mid,1.0,ALL,against,575,187,327,575,0.766,-562.2,-0.3878,22.6,187,0.821,-134.8,-0.3158,22.5,327,0.771,-320.3,-0.4134,23.5,0.0977,0.575
s94_sweep_reversal,B2,mid,1.0,ALL,aligned,722,324,398,722,0.723,-919.2,-0.2184,24.1,324,0.693,-468.1,-0.156,25.3,398,0.748,-451.0,-0.2692,23.1,0.1132,0.52
s94_sweep_reversal,B2,mid,1.0,ALL,against,575,453,122,575,0.766,-562.2,-0.3878,22.6,453,0.687,-611.0,-0.409,22.5,122,1.108,48.9,-0.309,23.0,-0.1,0.56
s94_sweep_reversal,B3,mid,1.0,ALL,aligned,722,148,573,722,0.723,-919.2,-0.2184,24.1,148,0.906,-62.1,-0.1408,25.7,573,0.68,-847.1,-0.2368,23.7,0.096,0.553
s94_sweep_reversal,B3,mid,1.0,ALL,against,575,122,453,575,0.766,-562.2,-0.3878,22.6,122,1.321,138.7,-0.2748,28.7,453,0.644,-700.9,-0.4182,21.0,0.1434,0.372
s94_sweep_reversal,B4,mid,1.0,ALL,aligned,722,480,189,722,0.723,-919.2,-0.2184,24.1,480,0.714,-657.1,-0.2883,22.5,189,0.814,-141.0,-0.0026,29.1,-0.2857,0.091
s94_sweep_reversal,B4,mid,1.0,ALL,against,575,134,400,575,0.766,-562.2,-0.3878,22.6,134,0.708,-166.5,-0.2979,25.4,400,0.839,-267.9,-0.3533,23.0,0.0554,0.746
s94_sweep_reversal,B5,mid,1.0,ALL,aligned,722,593,129,722,0.723,-919.2,-0.2184,24.1,593,0.762,-643.6,-0.2437,23.3,129,0.552,-275.6,-0.102,27.9,-0.1417,0.391
s94_sweep_reversal,B5,mid,1.0,ALL,against,575,108,467,575,0.766,-562.2,-0.3878,22.6,108,0.706,-146.5,-0.4641,21.3,467,0.782,-415.7,-0.3701,22.9,-0.094,0.6
s94_sweep_reversal,B6,mid,1.0,ALL,aligned,722,90,618,722,0.723,-919.2,-0.2184,24.1,90,1.028,12.4,0.0434,27.8,618,0.676,-918.1,-0.246,23.6,0.2895,0.079
s94_sweep_reversal,B6,mid,1.0,ALL,against,575,30,532,575,0.766,-562.2,-0.3878,22.6,30,0.56,-44.9,-0.4612,20.0,532,0.766,-526.4,-0.3901,22.6,-0.0711,0.67
s94_sweep_reversal,B1,mid,1.0,TRAIN,aligned,342,199,110,342,0.815,-216.0,-0.2205,27.2,199,0.873,-88.4,-0.1555,27.6,110,0.616,-148.6,-0.3932,25.5,0.2378,0.283
s94_sweep_reversal,B1,mid,1.0,TRAIN,against,258,90,140,258,0.518,-432.3,-0.6048,19.8,90,0.586,-120.8,-0.6373,20.0,140,0.514,-242.9,-0.5562,20.7,-0.0811,0.74
s94_sweep_reversal,B2,mid,1.0,TRAIN,aligned,342,159,183,342,0.815,-216.0,-0.2205,27.2,159,0.835,-89.1,-0.1872,28.3,183,0.798,-126.9,-0.2494,26.2,0.0622,0.782
s94_sweep_reversal,B2,mid,1.0,TRAIN,against,258,205,53,258,0.518,-432.3,-0.6048,19.8,205,0.472,-386.8,-0.654,19.0,53,0.723,-45.5,-0.4145,22.6,-0.2395,0.251
s94_sweep_reversal,B3,mid,1.0,TRAIN,aligned,342,65,276,342,0.815,-216.0,-0.2205,27.2,65,0.513,-123.6,-0.3451,23.1,276,0.909,-82.5,-0.1879,28.3,-0.1572,0.458
s94_sweep_reversal,B3,mid,1.0,TRAIN,against,258,55,203,258,0.518,-432.3,-0.6048,19.8,55,0.801,-35.2,-0.5963,20.0,203,0.449,-397.1,-0.607,19.7,0.0107,0.965
s94_sweep_reversal,B4,mid,1.0,TRAIN,aligned,342,232,88,342,0.815,-216.0,-0.2205,27.2,232,0.674,-285.4,-0.3764,23.7,88,1.238,53.8,0.1594,36.4,-0.5358,0.013
s94_sweep_reversal,B4,mid,1.0,TRAIN,against,258,50,186,258,0.518,-432.3,-0.6048,19.8,50,0.622,-55.8,-0.2331,28.0,186,0.553,-296.3,-0.6433,18.8,0.4102,0.085
s94_sweep_reversal,B5,mid,1.0,TRAIN,aligned,342,282,60,342,0.815,-216.0,-0.2205,27.2,282,0.765,-241.5,-0.3098,25.2,60,1.181,25.5,0.1992,36.7,-0.509,0.011
s94_sweep_reversal,B5,mid,1.0,TRAIN,against,258,52,206,258,0.518,-432.3,-0.6048,19.8,52,0.427,-103.9,-0.7711,17.3,206,0.541,-328.5,-0.5628,20.4,-0.2083,0.364
s94_sweep_reversal,B6,mid,1.0,TRAIN,aligned,342,39,296,342,0.815,-216.0,-0.2205,27.2,39,0.51,-81.9,-0.2223,23.1,296,0.867,-131.3,-0.2122,27.7,-0.0101,0.956
s94_sweep_reversal,B6,mid,1.0,TRAIN,against,258,13,240,258,0.518,-432.3,-0.6048,19.8,13,0.37,-25.6,-0.8317,15.4,240,0.519,-400.8,-0.5997,20.0,-0.232,0.288
s94_sweep_reversal,B1,mid,1.0,TEST,aligned,380,239,114,380,0.673,-703.2,-0.2165,21.3,239,0.772,-309.1,-0.2247,22.2,114,0.466,-346.4,-0.1541,20.2,-0.0706,0.775
s94_sweep_reversal,B1,mid,1.0,TEST,against,317,97,187,317,0.914,-129.9,-0.2112,24.9,97,0.97,-14.0,-0.0175,24.7,187,0.914,-77.4,-0.3066,25.7,0.2891,0.264
s94_sweep_reversal,B2,mid,1.0,TEST,aligned,380,165,215,380,0.673,-703.2,-0.2165,21.3,165,0.616,-379.0,-0.1258,22.4,215,0.721,-324.2,-0.286,20.5,0.1602,0.516
s94_sweep_reversal,B2,mid,1.0,TEST,against,317,248,69,317,0.914,-129.9,-0.2112,24.9,248,0.816,-224.2,-0.2065,25.4,69,1.327,94.3,-0.228,23.2,0.0215,0.92
s94_sweep_reversal,B3,mid,1.0,TEST,aligned,380,83,297,380,0.673,-703.2,-0.2165,21.3,83,1.152,61.5,0.0191,27.7,297,0.562,-764.7,-0.2823,19.5,0.3014,0.194
s94_sweep_reversal,B3,mid,1.0,TEST,against,317,67,250,317,0.914,-129.9,-0.2112,24.9,67,1.681,173.9,-0.0108,35.8,250,0.757,-303.8,-0.2649,22.0,0.2541,0.283
s94_sweep_reversal,B4,mid,1.0,TEST,aligned,380,248,101,380,0.673,-703.2,-0.2165,21.3,248,0.739,-371.7,-0.206,21.4,101,0.634,-194.7,-0.1437,22.8,-0.0623,0.809
s94_sweep_reversal,B4,mid,1.0,TEST,against,317,84,214,317,0.914,-129.9,-0.2112,24.9,84,0.738,-110.7,-0.3365,23.8,214,1.028,28.3,-0.1013,26.6,-0.2352,0.37
s94_sweep_reversal,B5,mid,1.0,TEST,aligned,380,311,69,380,0.673,-703.2,-0.2165,21.3,311,0.76,-402.1,-0.1838,21.5,69,0.365,-301.1,-0.3639,20.3,0.1801,0.446
s94_sweep_reversal,B5,mid,1.0,TEST,against,317,56,261,317,0.914,-129.9,-0.2112,24.9,56,0.865,-42.6,-0.1791,25.0,261,0.927,-87.2,-0.2181,24.9,0.039,0.881
s94_sweep_reversal,B6,mid,1.0,TEST,aligned,380,51,322,380,0.673,-703.2,-0.2165,21.3,51,1.351,94.3,0.2467,31.4,322,0.575,-786.8,-0.2771,19.9,0.5238,0.017
s94_sweep_reversal,B6,mid,1.0,TEST,against,317,17,292,317,0.914,-129.9,-0.2112,24.9,17,0.685,-19.3,-0.1778,23.5,292,0.911,-125.6,-0.2177,24.7,0.0399,0.864
s94_sweep_reversal,B1,q,0.7,ALL,aligned,722,438,224,722,0.763,-747.9,-0.1864,23.7,438,0.871,-251.8,-0.1281,24.4,224,0.554,-435.4,-0.2467,22.8,0.1186,0.457
s94_sweep_reversal,B1,q,0.7,ALL,against,575,187,327,575,0.8,-456.7,-0.3211,21.9,187,0.892,-77.1,-0.2049,22.5,327,0.796,-272.1,-0.3643,22.6,0.1594,0.361
s94_sweep_reversal,B2,q,0.7,ALL,aligned,722,324,398,722,0.763,-747.9,-0.1864,23.7,324,0.725,-397.7,-0.1122,25.3,398,0.795,-350.2,-0.2469,22.4,0.1346,0.405
s94_sweep_reversal,B2,q,0.7,ALL,against,575,453,122,575,0.8,-456.7,-0.3211,21.9,453,0.722,-516.8,-0.3514,21.6,122,1.143,60.0,-0.2086,23.0,-0.1429,0.37
s94_sweep_reversal,B3,q,0.7,ALL,aligned,722,148,573,722,0.763,-747.9,-0.1864,23.7,148,1.052,31.9,-0.0479,26.4,573,0.695,-770.1,-0.2207,23.0,0.1728,0.262
s94_sweep_reversal,B3,q,0.7,ALL,against,575,122,453,575,0.8,-456.7,-0.3211,21.9,122,1.315,128.8,-0.2434,27.0,453,0.687,-585.6,-0.342,20.5,0.0986,0.533
s94_sweep_reversal,B4,q,0.7,ALL,aligned,722,480,189,722,0.763,-747.9,-0.1864,23.7,480,0.756,-529.3,-0.2727,22.1,189,0.921,-55.7,0.1257,30.2,-0.3984,0.01
s94_sweep_reversal,B4,q,0.7,ALL,against,575,134,400,575,0.8,-456.7,-0.3211,21.9,134,0.77,-123.7,-0.1964,25.4,400,0.86,-222.4,-0.3037,21.8,0.1073,0.564
s94_sweep_reversal,B5,q,0.7,ALL,aligned,722,593,129,722,0.763,-747.9,-0.1864,23.7,593,0.828,-438.0,-0.1967,23.3,129,0.487,-309.9,-0.1392,25.6,-0.0575,0.71
s94_sweep_reversal,B5,q,0.7,ALL,against,575,108,467,575,0.8,-456.7,-0.3211,21.9,108,0.723,-131.8,-0.4113,20.4,467,0.82,-325.0,-0.3003,22.3,-0.111,0.518
s94_sweep_reversal,B6,q,0.7,ALL,aligned,722,90,618,722,0.763,-747.9,-0.1864,23.7,90,1.184,75.8,0.0944,27.8,618,0.698,-814.4,-0.2186,23.1,0.313,0.03
s94_sweep_reversal,B6,q,0.7,ALL,against,575,30,532,575,0.8,-456.7,-0.3211,21.9,30,0.621,-35.9,-0.3501,20.0,532,0.806,-415.1,-0.3181,22.0,-0.032,0.844
s94_sweep_reversal,B1,q,0.7,TRAIN,aligned,342,199,110,342,0.85,-165.1,-0.1821,26.9,199,0.918,-54.1,-0.1239,27.1,110,0.698,-108.4,-0.2733,26.4,0.1495,0.478
s94_sweep_reversal,B1,q,0.7,TRAIN,against,258,90,140,258,0.542,-386.1,-0.5262,18.6,90,0.66,-92.2,-0.4974,20.0,140,0.544,-215.0,-0.4925,19.3,-0.0048,0.985
s94_sweep_reversal,B2,q,0.7,TRAIN,aligned,342,159,183,342,0.85,-165.1,-0.1821,26.9,159,0.866,-67.7,-0.1383,28.3,183,0.835,-97.4,-0.22,25.7,0.0817,0.706
s94_sweep_reversal,B2,q,0.7,TRAIN,against,258,205,53,258,0.542,-386.1,-0.5262,18.6,205,0.497,-348.0,-0.5902,17.6,53,0.747,-38.1,-0.2786,22.6,-0.3117,0.141
s94_sweep_reversal,B3,q,0.7,TRAIN,aligned,342,65,276,342,0.85,-165.1,-0.1821,26.9,65,0.531,-113.1,-0.321,23.1,276,0.95,-42.3,-0.1461,27.9,-0.1749,0.394
s94_sweep_reversal,B3,q,0.7,TRAIN,against,258,55,203,258,0.542,-386.1,-0.5262,18.6,55,0.767,-38.6,-0.5591,18.2,203,0.487,-347.5,-0.5173,18.7,-0.0418,0.853
s94_sweep_reversal,B4,q,0.7,TRAIN,aligned,342,232,88,342,0.85,-165.1,-0.1821,26.9,232,0.663,-279.8,-0.3817,22.8,88,1.451,92.5,0.2944,37.5,-0.6761,0.001
s94_sweep_reversal,B4,q,0.7,TRAIN,against,258,50,186,258,0.542,-386.1,-0.5262,18.6,50,0.702,-40.8,-0.1116,28.0,186,0.565,-271.6,-0.5798,17.2,0.4682,0.031
